panel_id,dept,building_id,region_id,lon,lat,panel_2d_area_m2,surface_m2,tilt_degrees,azimuth_degrees,confidence,source_image,source_tile,building_link_method,region_match_method
056100032_p0,56,,,-3.0347753119443954,47.80877234381524,9.494,9.494,,,0.9242,056100032.jpg,,none,none
056100058_p1,56,,,-3.442739827400083,47.800145648652915,7.958,7.958,,,0.9611,056100058.jpg,,none,none
056100102_p2,56,,,-2.96042345761975,47.58070040315469,11.139,11.139,,,0.9629,056100102.jpg,,none,none
056100116_p3,56,,,-3.4576624725116973,47.97285416878873,24.134,24.134,,,0.8547,056100116.jpg,,none,none
056100148_p4,56,,,-2.889195822137882,47.868403539416626,16.653,16.653,,,0.9702,056100148.jpg,,none,none
056100231_p5,56,,,-2.8139461392323946,47.632231865002616,3.488,3.488,,,0.8143,056100231.jpg,,none,none
056100231_p6,56,,,-2.813765983161733,47.6321832950712,12.207,12.207,,,0.8593,056100231.jpg,,none,none
056100231_p7,56,,,-2.813633522107326,47.63214790961864,2.28,2.28,,,0.7963,056100231.jpg,,none,none
056100231_p8,56,,,-2.8135140628203374,47.632112222774374,17.036,17.036,,,0.8684,056100231.jpg,,none,none
056100237_p9,56,,,-2.815155043469271,47.63277091675979,2.059,2.059,,,0.8085,056100237.jpg,,none,none
056100251_p10,56,,,-2.8253670910280593,47.63361266576518,8.043,8.043,,,0.9337,056100251.jpg,,none,none
056100280_p11,56,,,-3.345889212630707,47.81129217553761,11.49,11.49,,,0.9806,056100280.jpg,,none,none
056100481_p12,56,56004_056100481,56004_056100481_r1,-2.385338097467786,47.50787762530149,18.831,27.351,46.49,221.07,0.941,056100481.jpg,0294_6726,stage2a_spatial,overlap
056100569_p13,56,56077_056100569,56077_056100569_r10,-2.4165691578501587,47.58133550861,14.283,20.056,44.59,200.39,0.9388,056100569.jpg,0293_6735,stage2a_spatial,contains
056100651_p14,56,,,-2.5922173435981777,47.80780434334566,25.116,25.116,,,0.9826,056100651.jpg,,none,none
056100767_p15,56,,,-3.189532147488137,47.795505696151,11.655,11.655,,,0.9694,056100767.jpg,,none,none
056100926_p16,56,56221_056100926,56221_056100926_r5,-2.2105866055887122,47.69096038586929,15.679,16.431,17.4,186.9,0.9776,056100926.jpg,0309_6746,stage2a_spatial,overlap
056100926_p17,56,56221_056100926,56221_056100926_r5,-2.210509191206538,47.690958032331686,14.814,15.524,17.4,186.9,0.9788,056100926.jpg,0309_6746,stage2a_spatial,contains
056100961_p18,56,,,-2.8197043928994314,47.63447977044938,18.748,18.748,,,0.9505,056100961.jpg,,none,none
056101081_p19,56,,,-3.198195571456394,48.0711619675439,17.878,17.878,,,0.9716,056101081.jpg,,none,none
056101096_p20,56,,,-3.105357185642738,47.982115322099595,9.933,9.933,,,0.9532,056101096.jpg,,none,none
056101102_p21,56,,,-2.414122357031068,47.72595570856235,11.261,11.261,,,0.9515,056101102.jpg,,none,none
056101206_p22,56,,,-3.3200191258628817,48.028057475424,81.892,81.892,,,0.9853,056101206.jpg,,none,none
056101375_p23,56,,,-2.5828788853599747,47.808706973557776,59.186,59.186,,,0.9501,056101375.jpg,,none,none
056101388_p24,56,,,-2.7464858592814188,47.98153390452545,7.6,7.6,,,0.8949,056101388.jpg,,none,none
056101388_p25,56,,,-2.7465030903581504,47.98150670996921,2.628,2.628,,,0.7653,056101388.jpg,,none,none
056101454_p26,56,,,-2.8169005742227604,47.63446537915527,12.913,12.913,,,0.9296,056101454.jpg,,none,none
056101568_p27,56,,,-2.784385156390438,47.76084409877838,12.3,12.3,,,0.958,056101568.jpg,,none,none
05610168_p28,56,,,-2.5400038415970503,47.702066598797856,2.806,2.806,,,0.7962,05610168.jpg,,none,none
05610168_p29,56,,,-2.5399348791623755,47.702040519406154,7.146,7.146,,,0.8122,05610168.jpg,,none,none
056101697_p30,56,,,-2.8173336718139566,47.63436142005682,11.594,11.594,,,0.9703,056101697.jpg,,none,none
056101895_p31,56,,,-3.346955841184021,48.046430008507755,12.701,12.701,,,0.8747,056101895.jpg,,none,none
05610193_p32,56,,,-2.5628335250524104,47.58470033429244,158.285,158.285,,,0.9891,05610193.jpg,,none,none
056102089_p33,56,56143_056102089,56143_056102089_r0,-2.4641665672901905,47.57537742534674,31.594,37.862,33.44,177.17,0.9856,056102089.jpg,0289_6734,stage2a_spatial,contains
056102147_p34,56,56216_056102147,56216_056102147_r2,-2.2406952754170786,47.63611041936049,15.93,20.484,38.95,186.5,0.9659,056102147.jpg,0306_6740,stage2a_spatial,contains
056102199_p35,56,,,-2.8166579450151445,47.633997702201306,1.902,1.902,,,0.8276,056102199.jpg,,none,none
056102199_p36,56,,,-2.8166174605105145,47.63397902706528,2.098,2.098,,,0.8318,056102199.jpg,,none,none
056102199_p37,56,,,-2.8165249901955827,47.633945238536796,4.197,4.197,,,0.7758,056102199.jpg,,none,none
056102260_p38,56,,,-3.612372796359896,48.1318080763842,13.759,13.759,,,0.9766,056102260.jpg,,none,none
056102331_p39,56,,,-3.1781140726893864,47.77456120656822,9.337,9.337,,,0.8776,056102331.jpg,,none,none
056102331_p40,56,,,-3.1780343115882155,47.774547330075706,3.291,3.291,,,0.9226,056102331.jpg,,none,none
056102331_p41,56,,,-3.1778265276063684,47.774545409313134,9.719,9.719,,,0.9102,056102331.jpg,,none,none
056102420_p42,56,,,-2.553872949703311,47.79113282071379,15.08,15.08,,,0.9702,056102420.jpg,,none,none
056102734_p43,56,,,-3.0117675900326204,47.67958746631111,5.499,5.499,,,0.9071,056102734.jpg,,none,none
056103048_p44,56,,,-3.080474951185827,47.7460763668779,18.982,18.982,,,0.9727,056103048.jpg,,none,none
056103055_p45,56,,,-3.2625878421765457,47.900392885875505,90.449,90.449,,,0.9874,056103055.jpg,,none,none
056103077_p46,56,,,-3.270186623133292,47.724126212093914,11.956,11.956,,,0.9666,056103077.jpg,,none,none
056103164_p47,56,56232_056103164,56232_056103164_r16,-2.109322817802555,47.67023546863925,11.444,16.421,45.82,171.5,0.9603,056103164.jpg,0316_6743,stage2a_spatial,contains
056103164_p48,56,56232_056103164,56232_056103164_r8,-2.109389741199416,47.67023144328851,1.126,1.589,44.88,351.61,0.7247,056103164.jpg,0316_6743,stage2a_spatial,overlap
056103274_p49,56,,,-3.4406645042072737,47.80111316939741,15.289,15.289,,,0.9648,056103274.jpg,,none,none
056103308_p50,56,,,-3.263744375107988,47.89947768763061,1.838,1.838,,,0.9042,056103308.jpg,,none,none
056103308_p51,56,,,-3.2637043807408412,47.89945586839902,10.226,10.226,,,0.969,056103308.jpg,,none,none
05610340_p52,56,,,-2.217303950746086,47.711861922770574,13.33,13.33,,,0.9447,05610340.jpg,,none,none
056103405_p53,56,,,-3.2016931102198654,47.72097786161644,12.199,12.199,,,0.9476,056103405.jpg,,none,none
056103415_p54,56,56232_056103415,56232_056103415_r4,-2.1105593502397886,47.67139380643197,9.914,13.885,44.44,181.55,0.9524,056103415.jpg,0316_6743,stage2a_spatial,contains
056103495_p55,56,56028_056103495,56028_056103495_r2,-2.296242506343024,47.634622611145105,2.352,2.437,15.22,202.14,0.6453,056103495.jpg,0302_6740,stage2a_spatial,contains
056103495_p56,56,56028_056103495,56028_056103495_r2,-2.2961749020356885,47.634628821203634,1.517,1.572,15.22,202.14,0.8229,056103495.jpg,0302_6740,stage2a_spatial,contains
056103495_p57,56,56028_056103495,56028_056103495_r2,-2.29612974076607,47.63459078261037,20.331,21.07,15.22,202.14,0.8871,056103495.jpg,0302_6740,stage2a_spatial,contains
056103532_p58,56,,,-3.1037113946040193,48.032628339949085,1022.171,1022.171,,,0.9753,056103532.jpg,,none,none
056103649_p59,56,,,-2.8551697394211035,47.53450000657896,1.724,1.724,,,0.7058,056103649.jpg,,none,none
056103649_p60,56,,,-2.855085251849994,47.534490204164015,1.552,1.552,,,0.7589,056103649.jpg,,none,none
056103665_p61,56,,,-3.1346811352987776,47.55189009458117,5.281,5.281,,,0.9082,056103665.jpg,,none,none
056103717_p62,56,,,-2.822734111417373,47.619230602795824,2.855,2.855,,,0.7691,056103717.jpg,,none,none
056103717_p63,56,,,-2.822761934606044,47.61920890776062,3.263,3.263,,,0.6848,056103717.jpg,,none,none
056103717_p64,56,,,-2.8227850120548474,47.61917484444807,12.235,12.235,,,0.845,056103717.jpg,,none,none
056103799_p65,56,,,-3.2686933320275826,47.828687428590705,15.686,15.686,,,0.9636,056103799.jpg,,none,none
056103917_p66,56,56227_056103917,56227_056103917_r2,-2.4471350461668218,48.0305350690614,647.736,676.793,16.85,182.84,0.9888,056103917.jpg,0294_6785,stage2a_spatial,contains
056103940_p67,56,,,-2.6090137533459568,47.68104892886777,10.278,10.278,,,0.9689,056103940.jpg,,none,none
056104035_p68,56,56077_056104035,56077_056104035_r19,-2.415374290744167,47.58136152107998,3.982,5.28,41.05,203.21,0.94,056104035.jpg,0293_6735,stage2a_spatial,contains
056104035_p69,56,56077_056104035,56077_056104035_r9,-2.4152842289893197,47.5813289583744,11.999,15.3,38.35,113.68,0.9527,056104035.jpg,0293_6735,stage2a_spatial,contains
056104035_p70,56,56077_056104035,56077_056104035_r11,-2.4153445778468368,47.58132076184098,2.463,3.204,39.76,289.99,0.7684,056104035.jpg,0293_6735,stage2a_spatial,contains
056104065_p71,56,,,-3.200622004001214,48.07236861921022,28.691,28.691,,,0.8806,056104065.jpg,,none,none
056104123_p72,56,,,-2.205465922863251,47.916204453521495,8.844,8.844,,,0.9515,056104123.jpg,,none,none
056104159_p73,56,56227_056104159,56227_056104159_r0,-2.4463279865266747,48.03097048213916,1107.205,1197.739,22.42,183.69,0.991,056104159.jpg,0294_6785,stage2a_spatial,contains
056104172_p74,56,,,-3.1472495276368067,48.09536505131995,11.243,11.243,,,0.9687,056104172.jpg,,none,none
056104172_p75,56,,,-3.1473015073532538,48.09534479874665,5.596,5.596,,,0.9587,056104172.jpg,,none,none
05610419_p76,56,,,-2.682408740367304,47.561483744308745,17.407,17.407,,,0.9331,05610419.jpg,,none,none
056104470_p77,56,,,-2.8338020603740746,47.62226374165309,14.658,14.658,,,0.9148,056104470.jpg,,none,none
056104470_p78,56,,,-2.8336905034194846,47.622228487164605,13.279,13.279,,,0.9392,056104470.jpg,,none,none
056104548_p79,56,,,-3.261547091892495,47.83105365305813,15.384,15.384,,,0.9822,056104548.jpg,,none,none
056104598_p80,56,,,-3.1561321354701555,47.76086219812869,237.232,237.232,,,0.9833,056104598.jpg,,none,none
056104598_p81,56,,,-3.156254507889406,47.76074719000355,317.209,317.209,,,0.9823,056104598.jpg,,none,none
056104628_p82,56,,,-3.414114413183215,47.79525192512282,19.551,19.551,,,0.9758,056104628.jpg,,none,none
056104686_p83,56,,,-2.610102782336602,47.680275244813195,20.161,20.161,,,0.9624,056104686.jpg,,none,none
056104755_p84,56,,,-3.318599148703278,47.862653223558915,5.67,5.67,,,0.8394,056104755.jpg,,none,none
056105094_p85,56,56126_056105094,56126_056105094_r5,-2.3694498584355417,47.53529993898576,2.742,3.882,45.06,189.49,0.7844,056105094.jpg,0296_6729,stage2a_spatial,contains
056105262_p86,56,,,-3.190920087084153,47.7959979040611,2.929,2.929,,,0.8331,056105262.jpg,,none,none
056105262_p87,56,,,-3.1908344832764315,47.79599142572793,2.874,2.874,,,0.7064,056105262.jpg,,none,none
056105294_p88,56,,,-2.1380913798080146,47.77916249823258,11.431,11.431,,,0.9598,056105294.jpg,,none,none
056105391_p89,56,,,-3.037588409889457,47.78297993068283,5.407,5.407,,,0.8254,056105391.jpg,,none,none
056105456_p90,56,,,-2.6086783701247716,47.680875190034826,13.931,13.931,,,0.9429,056105456.jpg,,none,none
056105464_p91,56,,,-3.3200931898687456,48.033778815695634,606.966,606.966,,,0.9905,056105464.jpg,,none,none
056105519_p92,56,,,-2.1275526384652035,47.81749198469802,14.944,14.944,,,0.9778,056105519.jpg,,none,none
056105566_p93,56,,,-3.355576565836739,47.76494922944013,18.237,18.237,,,0.9348,056105566.jpg,,none,none
056105690_p94,56,,,-3.160388499594662,48.14955509265472,625.126,625.126,,,0.9912,056105690.jpg,,none,none
05610586_p95,56,,,-2.8380655922747957,47.85532943738499,13.187,13.187,,,0.949,05610586.jpg,,none,none
05610586_p96,56,,,-2.83802347186793,47.85529051490093,2.681,2.681,,,0.8269,05610586.jpg,,none,none
056105910_p97,56,,,-3.0374772122414897,47.92613837237083,5.031,5.031,,,0.7782,056105910.jpg,,none,none
056105926_p98,56,,,-2.415272490747921,47.804060380994756,11.414,11.414,,,0.9728,056105926.jpg,,none,none
056105941_p99,56,,,-3.159609557080911,48.149580595472045,595.554,595.554,,,0.9935,056105941.jpg,,none,none
056105955_p100,56,,,-2.819734753958887,47.62176096958957,11.898,11.898,,,0.9546,056105955.jpg,,none,none
056106013_p101,56,,,-2.903838572420599,47.799480773725726,7.039,7.039,,,0.9212,056106013.jpg,,none,none
0561062_p102,56,,,-2.572312789136544,47.67576615461215,7.651,7.651,,,0.7693,0561062.jpg,,none,none
0561062_p103,56,,,-2.572357990544795,47.675768999773965,1.213,1.213,,,0.8483,0561062.jpg,,none,none
056106327_p104,56,,,-3.38807315248419,47.72598340181317,7.736,7.736,,,0.9128,056106327.jpg,,none,none
056106327_p105,56,,,-3.388034857635752,47.72594332782105,2.877,2.877,,,0.8657,056106327.jpg,,none,none
056106327_p106,56,,,-3.3879966307586327,47.72591595608045,6.981,6.981,,,0.9323,056106327.jpg,,none,none
056106498_p107,56,,,-2.820252615863078,47.62114398854662,2.765,2.765,,,0.7361,056106498.jpg,,none,none
056106498_p108,56,,,-2.8202973551448047,47.62110104339489,46.201,46.201,,,0.9718,056106498.jpg,,none,none
056106532_p109,56,,,-3.075579619243067,47.62481839956746,2.502,2.502,,,0.6789,056106532.jpg,,none,none
056106532_p110,56,,,-3.0756467861470815,47.624749541418055,39.173,39.173,,,0.9301,056106532.jpg,,none,none
056106580_p111,56,,,-2.9527719974962796,48.14333312507649,42.197,42.197,,,0.9809,056106580.jpg,,none,none
056106673_p112,56,,,-3.0361826592572356,47.9260673368063,26.192,26.192,,,0.9183,056106673.jpg,,none,none
056106787_p113,56,,,-2.127693016166622,47.81709498862294,12.327,12.327,,,0.9674,056106787.jpg,,none,none
056106936_p114,56,,,-2.3190895471373523,47.76909644959786,9.474,9.474,,,0.9873,056106936.jpg,,none,none
05610729_p115,56,56004_05610729,56004_05610729_r3,-2.4010302842262696,47.537343496231934,593.634,601.218,9.11,156.79,0.9548,05610729.jpg,0293_6730,stage2a_spatial,contains
05610730_p116,56,,,-2.9127332965884296,47.55421971719443,1.208,1.208,,,0.7937,05610730.jpg,,none,none
05610730_p117,56,,,-2.912723780371433,47.55418595467771,19.278,19.278,,,0.9175,05610730.jpg,,none,none
056107321_p118,56,,,-2.8444491817869744,48.09672231900221,13.214,13.214,,,0.975,056107321.jpg,,none,none
056107390_p119,56,,,-2.8793352157855474,47.69276943993699,11.607,11.607,,,0.9685,056107390.jpg,,none,none
056107462_p120,56,,,-2.989226708056372,48.044721915569326,76.701,76.701,,,0.9678,056107462.jpg,,none,none
056107486_p121,56,,,-2.8153178929324123,47.622750922233756,1.157,1.157,,,0.8868,056107486.jpg,,none,none
056107486_p122,56,,,-2.81532881432604,47.62273753809135,8.638,8.638,,,0.93,056107486.jpg,,none,none
056107567_p123,56,,,-2.7008395420770173,47.58591496174922,15.327,15.327,,,0.9671,056107567.jpg,,none,none
056107611_p124,56,,,-2.4140127657972057,47.71337972021785,21.854,21.854,,,0.932,056107611.jpg,,none,none
056107621_p125,56,56149_056107621,56149_056107621_r8,-2.486425249460768,47.608469854777056,12.595,14.405,29.03,184.06,0.9714,056107621.jpg,0288_6738,stage2a_spatial,overlap
056107719_p126,56,,,-2.9468438899073424,47.64293366793059,12.926,12.926,,,0.9249,056107719.jpg,,none,none
056107906_p127,56,,,-3.3988306564646464,47.83363197610385,5.888,5.888,,,0.7354,056107906.jpg,,none,none
056107953_p128,56,,,-3.1402930216936835,48.09892246687563,13.153,13.153,,,0.978,056107953.jpg,,none,none
056107979_p129,56,,,-2.833881288174484,47.622857632902964,3.326,3.326,,,0.8451,056107979.jpg,,none,none
056107979_p130,56,,,-2.833917654350236,47.62283482944104,4.361,4.361,,,0.894,056107979.jpg,,none,none
056108048_p131,56,,,-2.595116351702194,47.869429136842484,14.188,14.188,,,0.9742,056108048.jpg,,none,none
056108199_p132,56,,,-2.1379654614670986,47.71022412403282,294.945,294.945,,,0.9856,056108199.jpg,,none,none
056108261_p133,56,,,-3.392688440764362,47.99474092623321,89.136,89.136,,,0.9926,056108261.jpg,,none,none
056108486_p134,56,,,-2.8311503626528847,47.62282650601315,6.95,6.95,,,0.9057,056108486.jpg,,none,none
056108486_p135,56,,,-2.831278119528314,47.62279297676796,3.217,3.217,,,0.8383,056108486.jpg,,none,none
056108486_p136,56,,,-2.831124016580819,47.62278782227732,1.666,1.666,,,0.5859,056108486.jpg,,none,none
056108853_p137,56,56126_056108853,56126_056108853_r0,-2.378075468228574,47.536857974763606,20.488,28.96,44.97,105.05,0.9438,056108853.jpg,0295_6729,stage2a_spatial,contains
056108951_p138,56,,,-2.730871027779226,47.65297220029171,12.244,12.244,,,0.9654,056108951.jpg,,none,none
056108951_p139,56,,,-2.7309179175408578,47.65293956365717,1.982,1.982,,,0.908,056108951.jpg,,none,none
056108957_p140,56,56250_056108957,56250_056108957_r5,-2.1114553094059123,47.57110386451739,13.468,18.14,42.06,176.87,0.965,056108957.jpg,0315_6732,stage2a_spatial,contains
056109033_p141,56,,,-2.317081713073462,47.86503028082864,29.268,29.268,,,0.975,056109033.jpg,,none,none
056109173_p142,56,,,-2.738735782210215,47.91765700220471,20.586,20.586,,,0.9736,056109173.jpg,,none,none
056109329_p143,56,,,-2.6966753807423385,47.58153060354395,4.386,4.386,,,0.7557,056109329.jpg,,none,none
056109329_p144,56,,,-2.6967644162865443,47.58144254950332,28.359,28.359,,,0.882,056109329.jpg,,none,none
056109431_p145,56,,,-2.7226374429688387,47.56535541186159,10.947,10.947,,,0.9584,056109431.jpg,,none,none
056109502_p146,56,,,-2.8294358319180146,47.62338512399525,22.441,22.441,,,0.936,056109502.jpg,,none,none
056109513_p147,56,56004_056109513,56004_056109513_r10,-2.4197287984262736,47.50929433594127,5.261,6.965,40.95,190.23,0.968,056109513.jpg,0292_6727,stage2a_spatial,contains
05610960_p148,56,56001_05610960,56001_05610960_r19,-2.153661716950114,47.65317014648237,8.973,12.574,44.47,165.24,0.9732,05610960.jpg,0313_6741,stage2a_spatial,contains
056109644_p149,56,,,-2.8634024178705655,47.67437933350087,1.891,1.891,,,0.7824,056109644.jpg,,none,none
056109644_p150,56,,,-2.8633263484869516,47.67438489909156,1.069,1.069,,,0.6955,056109644.jpg,,none,none
056109894_p151,56,,,-2.6691420392431153,47.972077680403316,16.407,16.407,,,0.9501,056109894.jpg,,none,none
056109941_p152,56,,,-2.54025870326841,47.78415222171986,9.514,9.514,,,0.9749,056109941.jpg,,none,none
056110038_p153,56,,,-2.6887540281267435,48.05774644741765,16.715,16.715,,,0.9459,056110038.jpg,,none,none
056110048_p154,56,,,-3.0745859611962563,47.62540425704478,13.166,13.166,,,0.9471,056110048.jpg,,none,none
056110089_p155,56,,,-3.240353630065578,47.76359220618455,13.939,13.939,,,0.9714,056110089.jpg,,none,none
056110336_p156,56,,,-3.4772043410409608,47.811605686855934,13.683,13.683,,,0.9629,056110336.jpg,,none,none
056110523_p157,56,,,-2.820508945210952,47.62334685939994,41.087,41.087,,,0.9628,056110523.jpg,,none,none
056110626_p158,56,,,-2.9618222724287944,47.58131320939686,8.188,8.188,,,0.9345,056110626.jpg,,none,none
056110697_p159,56,,,-3.7136012630925097,48.1297189347529,15.824,15.824,,,0.9699,056110697.jpg,,none,none
056110717_p160,56,,,-2.748023916150527,47.85710895596477,20.628,20.628,,,0.9777,056110717.jpg,,none,none
056110724_p161,56,,,-2.228303482134214,47.80471700945314,89.283,89.283,,,0.8831,056110724.jpg,,none,none
056110724_p162,56,,,-2.228236856717163,47.80465303016264,292.735,292.735,,,0.9869,056110724.jpg,,none,none
056110766_p163,56,56004_056110766,56004_056110766_r5,-2.4256462080349386,47.516162826461965,9.199,12.677,43.48,187.28,0.946,056110766.jpg,0291_6727,stage2a_spatial,overlap
056110842_p164,56,,,-3.6155288602388977,48.132184697008434,63.941,63.941,,,0.9828,056110842.jpg,,none,none
056110890_p165,56,,,-3.3917222171952206,47.76709064916984,12.049,12.049,,,0.8627,056110890.jpg,,none,none
056110890_p166,56,,,-3.391770016869614,47.7670674495321,2.611,2.611,,,0.6827,056110890.jpg,,none,none
056110971_p167,56,,,-3.1993526270466055,47.72066807338273,14.789,14.789,,,0.9462,056110971.jpg,,none,none
056111050_p168,56,56004_056111050,56004_056111050_r4,-2.4184250500563502,47.5163869231759,16.873,20.608,35.04,174.8,0.9844,056111050.jpg,0292_6727,stage2a_spatial,contains
05611125_p169,56,,,-3.3845356023399837,48.14796968915117,11.573,11.573,,,0.9604,05611125.jpg,,none,none
056111286_p170,56,,,-2.822369354600947,47.623534287205025,15.897,15.897,,,0.9778,056111286.jpg,,none,none
056111306_p171,56,,,-2.819207399987914,47.6243723514826,8.399,8.399,,,0.8424,056111306.jpg,,none,none
056111319_p172,56,,,-2.3280485960139865,47.90184991373108,18.167,18.167,,,0.9809,056111319.jpg,,none,none
0561115_p173,56,56018_0561115,56018_0561115_r4,-2.4940178331343335,47.532993988833105,2.66,2.844,20.74,212.62,0.7925,0561115.jpg,0286_6730,stage2a_spatial,contains
0561115_p174,56,56018_0561115,56018_0561115_r4,-2.493977350158626,47.53297677722957,2.871,3.07,20.74,212.62,0.9093,0561115.jpg,0286_6730,stage2a_spatial,overlap
0561115_p175,56,56018_0561115,56018_0561115_r4,-2.493937249114702,47.532961406018096,3.673,3.927,20.74,212.62,0.8163,0561115.jpg,0286_6730,stage2a_spatial,overlap
05611164_p176,56,,,-2.891209331539492,48.10837805328014,53.874,53.874,,,0.9811,05611164.jpg,,none,none
056111915_p177,56,,,-2.9661422846730745,47.58373771759238,15.718,15.718,,,0.9669,056111915.jpg,,none,none
056111917_p178,56,,,-3.055584473389126,47.70384650138764,169.712,169.712,,,0.9655,056111917.jpg,,none,none
056111941_p179,56,,,-2.878419876083821,48.068817572431264,20.86,20.86,,,0.9832,056111941.jpg,,none,none
056111971_p180,56,,,-2.7446054429479054,47.980296698068706,5.82,5.82,,,0.8722,056111971.jpg,,none,none
056111971_p181,56,,,-2.7446831013764466,47.98027707468006,10.833,10.833,,,0.9664,056111971.jpg,,none,none
056112042_p182,56,56004_056112042,56004_056112042_r31,-2.37590973243022,47.516601487486646,28.343,28.682,8.82,98.15,0.9343,056112042.jpg,0295_6727,stage2a_spatial,contains
056112042_p183,56,56004_056112042,56004_056112042_r31,-2.3758487346630295,47.516573065001204,6.126,6.199,8.82,98.15,0.867,056112042.jpg,0295_6727,stage2a_spatial,nearest
056112069_p184,56,,,-2.328132313723593,47.90144892539826,11.299,11.299,,,0.9768,056112069.jpg,,none,none
056112132_p185,56,,,-2.4806802606602307,47.953266127946854,12.334,12.334,,,0.9671,056112132.jpg,,none,none
05611214_p186,56,56001_05611214,56001_05611214_r20,-2.138090408594001,47.64514061353228,12.669,19.188,48.68,204.14,0.9204,05611214.jpg,0314_6740,stage2a_spatial,contains
05611214_p187,56,56001_05611214,56001_05611214_r27,-2.137992667560993,47.64511248021059,14.862,23.203,50.17,204.95,0.9459,05611214.jpg,0314_6740,stage2a_spatial,contains
056112150_p188,56,,,-2.5510662164520177,47.96569867235654,19.967,19.967,,,0.9619,056112150.jpg,,none,none
056112165_p189,56,,,-3.0565403151712616,47.70375355314752,111.775,111.775,,,0.9805,056112165.jpg,,none,none
056112182_p190,56,,,-2.6892408020950893,47.761671517894406,10.407,10.407,,,0.9762,056112182.jpg,,none,none
056112246_p191,56,56216_056112246,56216_056112246_r2,-2.2437772548828407,47.64126146593472,22.72,27.712,34.93,194.52,0.9158,056112246.jpg,0306_6740,stage2a_spatial,contains
056112250_p192,56,,,-2.749045884244618,47.85776793896497,646.287,646.287,,,0.992,056112250.jpg,,none,none
056112267_p193,56,,,-3.140261946083804,48.09852969028883,13.459,13.459,,,0.9722,056112267.jpg,,none,none
056112359_p194,56,,,-2.806601975777395,47.8199378989265,38.367,38.367,,,0.9781,056112359.jpg,,none,none
056112412_p195,56,,,-2.4559053603712537,47.71979008785186,45.409,45.409,,,0.9844,056112412.jpg,,none,none
056112429_p196,56,56126_056112429,56126_056112429_r3,-2.3694924200438163,47.53585135566916,536.081,546.87,11.4,110.68,0.9886,056112429.jpg,0296_6729,stage2a_spatial,contains
056112448_p197,56,,,-3.152933687976305,47.34592418894257,7.045,7.045,,,0.9539,056112448.jpg,,none,none
0561125_p198,56,,,-3.316839572295148,47.88959829958875,14.08,14.08,,,0.9581,0561125.jpg,,none,none
056112537_p199,56,56257_056112537,56257_056112537_r1,-2.5443880967576367,48.09871122311454,30.437,41.021,42.1,171.37,0.98,056112537.jpg,0287_6793,stage2a_spatial,contains
056112542_p200,56,,,-2.948089153161787,47.642530775174464,5.207,5.207,,,0.8451,056112542.jpg,,none,none
056112542_p201,56,,,-2.947968745356914,47.6424907349359,1.409,1.409,,,0.8732,056112542.jpg,,none,none
056112843_p202,56,,,-2.9067712262124803,47.54599095722141,3.928,3.928,,,0.9256,056112843.jpg,,none,none
056112872_p203,56,,,-2.3095522110568956,47.851311378261514,187.823,187.823,,,0.9867,056112872.jpg,,none,none
056112887_p204,56,,,-3.489890311590704,48.0327727515052,9.352,9.352,,,0.9519,056112887.jpg,,none,none
056112930_p205,56,,,-2.4553777995635873,47.71963946735374,47.487,47.487,,,0.9837,056112930.jpg,,none,none
056112960_p206,56,,,-2.8203788798990477,47.92087912815114,8.336,8.336,,,0.7405,056112960.jpg,,none,none
056112962_p207,56,,,-2.8308760347943234,47.988479539305054,10.551,10.551,,,0.9573,056112962.jpg,,none,none
056113027_p208,56,56223_056113027,56223_056113027_r4,-2.1039275952450613,47.63472897684907,20.191,22.482,26.09,157.36,0.9648,056113027.jpg,0316_6739,stage2a_spatial,contains
056113032_p209,56,,,-2.22485241312577,47.80547748438167,1336.16,1336.16,,,0.9926,056113032.jpg,,none,none
056113066_p210,56,,,-2.8667734654529027,47.618504680737296,7.635,7.635,,,0.8869,056113066.jpg,,none,none
056113066_p211,56,,,-2.8667137608262063,47.61848936146913,6.357,6.357,,,0.8129,056113066.jpg,,none,none
056113066_p212,56,,,-2.8666652878607994,47.618488858530284,1.312,1.312,,,0.6264,056113066.jpg,,none,none
056113182_p213,56,,,-3.2538678175468783,47.88569079781931,14.873,14.873,,,0.9682,056113182.jpg,,none,none
05611319_p214,56,,,-3.0851854554755342,47.73418071074935,6.296,6.296,,,0.7273,05611319.jpg,,none,none
056113211_p215,56,,,-2.820828521915544,47.920665487200246,19.537,19.537,,,0.9629,056113211.jpg,,none,none
05611324_p216,56,,,-2.657555147478599,47.949906118113454,12.832,12.832,,,0.9449,05611324.jpg,,none,none
056113358_p217,56,,,-2.864291357052006,47.62330533775085,9.021,9.021,,,0.9383,056113358.jpg,,none,none
056113358_p218,56,,,-2.8644041764606345,47.62329250954769,3.268,3.268,,,0.858,056113358.jpg,,none,none
056113381_p219,56,,,-2.6861652229553843,47.918127106092655,833.109,833.109,,,0.9896,056113381.jpg,,none,none
056113424_p220,56,,,-3.4771304265538343,47.811938137257094,14.133,14.133,,,0.9702,056113424.jpg,,none,none
056113496_p221,56,,,-3.29117140064726,48.08911113101381,15.98,15.98,,,0.9789,056113496.jpg,,none,none
056113626_p222,56,,,-2.686104560146756,47.918416011875834,116.585,116.585,,,0.9884,056113626.jpg,,none,none
056113841_p223,56,,,-2.857697572884367,47.62416828877705,2.662,2.662,,,0.7573,056113841.jpg,,none,none
